Ensembl_ID	External_Gene_Name
ENSMUSG00000022365.5	DERL1
ENSMUSG00000022366.10	SLC22A22
ENSMUSG00000022367.7	HAS2
ENSMUSG00000022369.11	MTBP
ENSMUSG00000022370.11	MRPL13
ENSMUSG00000022371.13	COL14A1
ENSMUSG00000022372.12	SLA
ENSMUSG00000022375.6	LRRC6
ENSMUSG00000022376.7	ADCY8
ENSMUSG00000022377.14	ASAP1
ENSMUSG00000022378.11	FAM49B
ENSMUSG00000022382.12	WNT7B
ENSMUSG00000022383.11	PPARA
ENSMUSG00000022385.10	GTSE1
ENSMUSG00000022386.10	TRMU
ENSMUSG00000022387.14	BRD1
ENSMUSG00000022388.12	TTLL8
ENSMUSG00000022389.12	TEF
ENSMUSG00000022390.10	ZC3H7B
ENSMUSG00000022391.13	RANGAP1
ENSMUSG00000022394.12	L3MBTL2
ENSMUSG00000022400.8	RBX1
ENSMUSG00000022401.9	XPNPEP3
ENSMUSG00000022403.12	ST13
ENSMUSG00000022404.7	SLC25A17
ENSMUSG00000022407.6	ADSL
ENSMUSG00000022408.6	FAM83F
ENSMUSG00000022412.10	MIEF1
ENSMUSG00000022414.7	TAB1
ENSMUSG00000022415.10	SYNGR1
ENSMUSG00000022416.13	CACNA1I
ENSMUSG00000022419.13	DEPTOR
ENSMUSG00000022420.13	DNAL4
ENSMUSG00000022421.16	NPTXR
ENSMUSG00000022422.11	DSCC1
ENSMUSG00000022425.13	ENPP2
ENSMUSG00000022426.5	JOSD1
ENSMUSG00000022427.3	TOMM22
ENSMUSG00000022428.7	CBY1
ENSMUSG00000022429.10	DMC1
ENSMUSG00000022431.2	RIBC2
ENSMUSG00000022432.6	SMC1B
ENSMUSG00000022433.16	CSNK1E
ENSMUSG00000022434.7	FAM118A
ENSMUSG00000022435.5	UPK3A
ENSMUSG00000022436.13	SH3BP1
ENSMUSG00000022437.6	SAMM50
ENSMUSG00000022438.6	PARVB
ENSMUSG00000022439.7	PARVG
ENSMUSG00000022440.8	C1QTNF6
ENSMUSG00000022441.15	EFCAB6
ENSMUSG00000022442.13	TTLL1
ENSMUSG00000022443.14	MYH9
ENSMUSG00000022445.6	CYP2D26
ENSMUSG00000022449.12	ADAMTS20
ENSMUSG00000022450.5	NDUFA6
ENSMUSG00000022451.10	TWF1
ENSMUSG00000022452.12	SMDT1
ENSMUSG00000022453.7	NAGA
ENSMUSG00000022454.14	NELL2
ENSMUSG00000022455.3	WBP2NL
ENSMUSG00000022456.13	43346
ENSMUSG00000022462.6	SLC38A2
ENSMUSG00000022463.7	SREBF2
ENSMUSG00000022464.11	SLC38A4
ENSMUSG00000022466.5	RPAP3
ENSMUSG00000022468.9	ENDOU
ENSMUSG00000022469.14	RAPGEF3
ENSMUSG00000022471.11	XRCC6
ENSMUSG00000022472.14	DESI1
ENSMUSG00000022474.12	PMM1
ENSMUSG00000022475.16	HDAC7
ENSMUSG00000022476.7	POLR3H
ENSMUSG00000022477.10	ACO2
ENSMUSG00000022479.13	VDR
ENSMUSG00000022483.14	COL2A1
ENSMUSG00000022484.7	HOXC10
ENSMUSG00000022485.3	HOXC5
ENSMUSG00000022487.12	GTSF1
ENSMUSG00000022488.8	NCKAP1L
ENSMUSG00000022489.5	PDE1B
ENSMUSG00000022490.6	PPP1R1A
ENSMUSG00000022491.4	GLYCAM1
ENSMUSG00000022494.11	SHISA9
ENSMUSG00000022496.5	TNFRSF17
ENSMUSG00000022498.14	TXNDC11
ENSMUSG00000022500.12	LITAF
ENSMUSG00000022501.5	PRM1
ENSMUSG00000022503.8	NUBP1
ENSMUSG00000022504.9	CIITA
ENSMUSG00000022505.8	EMP2
ENSMUSG00000022507.5	1810013L24RIK
ENSMUSG00000022508.5	BCL6
ENSMUSG00000022510.12	TRP63
ENSMUSG00000022512.2	CLDN1
ENSMUSG00000022514.12	IL1RAP
ENSMUSG00000022515.5	ANKS3
ENSMUSG00000022516.9	NUDT16L1
ENSMUSG00000022517.14	MGRN1
ENSMUSG00000022518.13	4930562C15RIK
ENSMUSG00000022519.11	SRL
ENSMUSG00000022521.9	CREBBP
ENSMUSG00000022523.9	FGF12
ENSMUSG00000022525.11	HRASLS
ENSMUSG00000022526.7	ZFP251
ENSMUSG00000022528.7	HES1
ENSMUSG00000022529.9	ZFP263
ENSMUSG00000022533.11	ATP13A3
ENSMUSG00000022534.11	MEFV
ENSMUSG00000022536.11	GLYR1
ENSMUSG00000022537.15	TMEM44
ENSMUSG00000022538.17	LSG1
ENSMUSG00000022540.14	ROGDI
ENSMUSG00000022542.6	43355
ENSMUSG00000022543.8	4930451G09RIK
ENSMUSG00000022544.11	EEF2KMT
ENSMUSG00000022545.11	ERCC4
ENSMUSG00000022546.4	GPT
ENSMUSG00000022548.12	APOD
ENSMUSG00000022550.15	ADCK5
ENSMUSG00000022551.7	CYC1
ENSMUSG00000022552.13	SHARPIN
ENSMUSG00000022553.13	MAF1
ENSMUSG00000022554.6	HGH1
ENSMUSG00000022555.9	DGAT1
ENSMUSG00000022556.9	HSF1
ENSMUSG00000022557.10	BOP1
ENSMUSG00000022558.13	MROH1
ENSMUSG00000022559.7	FBXL6
ENSMUSG00000022560.8	SLC52A2
ENSMUSG00000022561.10	GPAA1
ENSMUSG00000022562.11	OPLAH
ENSMUSG00000022564.6	GRINA
ENSMUSG00000022565.13	PLEC
ENSMUSG00000022568.14	SCRIB
ENSMUSG00000022570.5	TSTA3
ENSMUSG00000022571.8	PYCRL
ENSMUSG00000022574.6	NAPRT
ENSMUSG00000022575.4	GSDMD
ENSMUSG00000022577.14	LY6H
ENSMUSG00000022579.8	GPIHBP1
ENSMUSG00000022580.10	RHPN1
ENSMUSG00000022582.4	LY6G
ENSMUSG00000022583.10	LY6F
ENSMUSG00000022584.12	LY6C2
ENSMUSG00000022586.9	LY6I
ENSMUSG00000022587.12	LY6E
ENSMUSG00000022589.7	CYP11B2
ENSMUSG00000022591.5	GM9747
ENSMUSG00000022594.12	LYNX1
ENSMUSG00000022595.7	LYPD2
ENSMUSG00000022596.3	SLURP1
ENSMUSG00000022598.6	PSCA
ENSMUSG00000022601.11	ZBTB11
ENSMUSG00000022602.12	ARC
ENSMUSG00000022603.7	MROH4
ENSMUSG00000022604.16	CEP97
ENSMUSG00000022607.12	PTK2
ENSMUSG00000022610.9	MAPK12
ENSMUSG00000022613.6	MIOX
ENSMUSG00000022614.7	LMF2
ENSMUSG00000022615.7	TYMP
ENSMUSG00000022617.12	CHKB
ENSMUSG00000022619.5	MAPK8IP2
ENSMUSG00000022620.12	ARSA
ENSMUSG00000022621.14	RABL2
ENSMUSG00000022622.4	ACR
ENSMUSG00000022623.13	SHANK3
ENSMUSG00000022629.14	KIF21A
ENSMUSG00000022634.9	YAF2
ENSMUSG00000022635.7	ZCRB1
ENSMUSG00000022636.11	ALCAM
ENSMUSG00000022637.10	CBLB
ENSMUSG00000022639.12	5330426P16RIK
ENSMUSG00000022641.13	BBX
ENSMUSG00000022650.6	RETNLB
ENSMUSG00000022651.5	RETNLG
ENSMUSG00000022652.6	MORC1
ENSMUSG00000022656.13	PVRL3
ENSMUSG00000022657.9	CD96
ENSMUSG00000022658.10	TAGLN3
ENSMUSG00000022659.11	GCSAM
ENSMUSG00000022661.12	CD200
ENSMUSG00000022663.3	ATG3
ENSMUSG00000022664.9	SLC35A5
ENSMUSG00000022665.12	CCDC80
ENSMUSG00000022667.15	CD200R1
ENSMUSG00000022668.8	GTPBP8
ENSMUSG00000022671.10	MZT2
ENSMUSG00000022672.8	PRKDC
ENSMUSG00000022673.4	MCM4
ENSMUSG00000022674.12	UBE2V2
ENSMUSG00000022676.6	SNAI2
ENSMUSG00000022677.12	FOPNL
ENSMUSG00000022678.14	NDE1
ENSMUSG00000022679.11	MPV17L
ENSMUSG00000022680.11	PDXDC1
ENSMUSG00000022681.12	NTAN1
ENSMUSG00000022682.7	RRN3
ENSMUSG00000022683.11	PLA2G10
ENSMUSG00000022684.12	BFAR
ENSMUSG00000022685.8	PARN
ENSMUSG00000022686.12	B3GNT5
ENSMUSG00000022687.9	BOC
ENSMUSG00000022696.15	SIDT1
ENSMUSG00000022698.15	NAA50
ENSMUSG00000022701.15	2610015P09RIK
ENSMUSG00000022702.13	HIRA
ENSMUSG00000022704.13	QTRTD1
ENSMUSG00000022705.4	DRD3
ENSMUSG00000022706.13	MRPL40
ENSMUSG00000022707.14	GBE1
ENSMUSG00000022708.14	ZBTB20
ENSMUSG00000022710.15	USP7
ENSMUSG00000022711.13	PMM2
ENSMUSG00000022715.2	TMEM114
ENSMUSG00000022718.9	DGCR8
ENSMUSG00000022721.16	TRMT2A
ENSMUSG00000022722.16	ARL6
ENSMUSG00000022723.13	CRYBG3
ENSMUSG00000022724.13	MINA
ENSMUSG00000022738.6	GSC2
ENSMUSG00000022742.5	CPOX
ENSMUSG00000022744.10	CLDND1
ENSMUSG00000022747.14	ST3GAL6
ENSMUSG00000022748.7	CMSS1
ENSMUSG00000022749.6	TBC1D23
ENSMUSG00000022750.15	KLHL22
ENSMUSG00000022751.8	NIT2
ENSMUSG00000022752.8	TOMM70A
ENSMUSG00000022753.13	TMEM30C
ENSMUSG00000022754.5	TMEM45A
ENSMUSG00000022755.4	ADGRG7
ENSMUSG00000022756.13	SLC7A4
ENSMUSG00000022757.16	TFG
ENSMUSG00000022758.10	P2RX6
ENSMUSG00000022759.11	LRRC74B
ENSMUSG00000022760.13	THAP7
ENSMUSG00000022761.8	LZTR1
ENSMUSG00000022762.15	NCAM2
ENSMUSG00000022763.14	AIFM3
ENSMUSG00000022765.8	SNAP29
ENSMUSG00000022766.10	SERPIND1
ENSMUSG00000022768.13	CCDC116
ENSMUSG00000022769.7	SDF2L1
ENSMUSG00000022770.14	DLG1
ENSMUSG00000022771.13	PPIL2
ENSMUSG00000022772.9	SENP5
ENSMUSG00000022773.14	YPEL1
ENSMUSG00000022774.10	NCBP2
ENSMUSG00000022779.12	TOP3B
ENSMUSG00000022780.5	MFI2
ENSMUSG00000022781.8	PAK2
ENSMUSG00000022783.9	SPAG6
ENSMUSG00000022787.8	WDR53
ENSMUSG00000022788.14	FGD4
ENSMUSG00000022789.12	DNM1L
ENSMUSG00000022790.11	IGSF11
ENSMUSG00000022791.14	TNK2
ENSMUSG00000022792.14	YARS2
ENSMUSG00000022793.14	B4GALT4
ENSMUSG00000022797.13	TFRC
ENSMUSG00000022798.7	4930435E12RIK
ENSMUSG00000022799.4	ARHGAP31
ENSMUSG00000022800.11	FYTTD1
ENSMUSG00000022801.11	LRCH3
ENSMUSG00000022802.2	LMLN
ENSMUSG00000022803.10	POPDC2
ENSMUSG00000022805.14	MAATS1
ENSMUSG00000022807.8	OSBPL11
ENSMUSG00000022808.4	SNX4
ENSMUSG00000022809.4	NR1I2
ENSMUSG00000022811.14	ZFP148
ENSMUSG00000022812.11	GSK3B
ENSMUSG00000022814.6	UMPS
ENSMUSG00000022816.9	FSTL1
ENSMUSG00000022817.12	ITGB5
ENSMUSG00000022818.10	CYP2AB1
ENSMUSG00000022820.3	NDUFB4
ENSMUSG00000022821.11	HGD
ENSMUSG00000022822.13	ABCC5
ENSMUSG00000022824.10	MUC13
ENSMUSG00000022827.12	RABL3
ENSMUSG00000022828.10	GTF2E1
ENSMUSG00000022829.12	STXBP5L
ENSMUSG00000022831.12	HCLS1
ENSMUSG00000022832.8	ROPN1
ENSMUSG00000022833.6	CCDC14
ENSMUSG00000022836.10	MYLK
ENSMUSG00000022837.11	IQCB1
ENSMUSG00000022838.11	EAF2
ENSMUSG00000022840.8	ADCY5
ENSMUSG00000022841.12	AP2M1
ENSMUSG00000022842.14	ECE2
ENSMUSG00000022843.14	CLCN2
ENSMUSG00000022844.7	PDIA5
ENSMUSG00000022847.12	THPO
ENSMUSG00000022848.8	DIRC2
ENSMUSG00000022849.4	HSPBAP1
ENSMUSG00000022853.6	EHHADH
ENSMUSG00000022855.8	SENP2
ENSMUSG00000022856.8	TMEM41A
ENSMUSG00000022857.11	TMPRSS15
ENSMUSG00000022858.13	TRA2B
ENSMUSG00000022860.12	CHODL
ENSMUSG00000022861.14	DGKG
ENSMUSG00000022863.12	BTG3
ENSMUSG00000022864.11	D16ERTD472E
ENSMUSG00000022865.11	CXADR
ENSMUSG00000022867.9	USP25
ENSMUSG00000022868.5	AHSG
ENSMUSG00000022871.10	FETUB
ENSMUSG00000022875.15	KNG1
ENSMUSG00000022876.15	SAMSN1
ENSMUSG00000022877.8	HRG
ENSMUSG00000022878.5	ADIPOQ
ENSMUSG00000022881.12	RFC4
ENSMUSG00000022883.10	ROBO1
ENSMUSG00000022884.12	EIF4A2
ENSMUSG00000022885.13	ST6GAL1
ENSMUSG00000022886.5	PRL2A1
ENSMUSG00000022887.8	MASP1
ENSMUSG00000022889.7	MRPL39
ENSMUSG00000022890.11	ATP5J
ENSMUSG00000022892.10	APP
ENSMUSG00000022893.12	ADAMTS1
ENSMUSG00000022894.5	ADAMTS5
ENSMUSG00000022895.12	ETS2
ENSMUSG00000022897.12	DYRK1A
ENSMUSG00000022898.10	DSCR3
ENSMUSG00000022899.6	SLC15A2
ENSMUSG00000022900.12	ILDR1
ENSMUSG00000022901.11	CD86
ENSMUSG00000022902.7	STFA2
ENSMUSG00000022905.10	KPNA1
ENSMUSG00000022906.13	PARP9
ENSMUSG00000022911.10	ARL13B
ENSMUSG00000022912.8	PROS1
ENSMUSG00000022913.12	PSMG1
ENSMUSG00000022914.13	BRWD1
ENSMUSG00000022915.3	1700093J21RIK
ENSMUSG00000022931.7	KRTAP15
ENSMUSG00000022935.12	GRIK1
ENSMUSG00000022938.7	FAM3B
ENSMUSG00000022940.14	PIGP
ENSMUSG00000022941.8	RIPPLY3
ENSMUSG00000022945.9	CHAF1B
ENSMUSG00000022946.8	DOPEY2
ENSMUSG00000022947.7	CBR3
ENSMUSG00000022948.12	SETD4
ENSMUSG00000022949.7	CLIC6
ENSMUSG00000022951.13	RCAN1
ENSMUSG00000022952.14	RUNX1
ENSMUSG00000022956.8	ATP5O
ENSMUSG00000022957.17	ITSN1
ENSMUSG00000022960.10	DONSON
ENSMUSG00000022961.15	SON
ENSMUSG00000022962.12	GART
ENSMUSG00000022964.12	TMEM50B
ENSMUSG00000022965.7	IFNGR2
ENSMUSG00000022967.10	IFNAR1
ENSMUSG00000022969.11	IL10RB
ENSMUSG00000022971.16	IFNAR2
ENSMUSG00000022972.7	1110004E09RIK
ENSMUSG00000022973.15	SYNJ1
ENSMUSG00000022974.10	PAXBP1
ENSMUSG00000022978.11	MIS18A
ENSMUSG00000022982.9	SOD1
ENSMUSG00000022983.13	SCAF4
ENSMUSG00000022986.5	KRT75
ENSMUSG00000022987.9	ZFP641
ENSMUSG00000022991.4	LALBA
ENSMUSG00000022992.14	KANSL2
ENSMUSG00000022993.6	4930415O20RIK
ENSMUSG00000022994.8	ADCY6
ENSMUSG00000022995.14	ENAH
ENSMUSG00000022996.12	WNT10B
ENSMUSG00000022997.9	WNT1
ENSMUSG00000022999.12	LMBR1L
ENSMUSG00000023000.4	DHH
ENSMUSG00000023004.8	TUBA1B
ENSMUSG00000023007.13	PRPF40B
ENSMUSG00000023008.16	FMNL3
ENSMUSG00000023009.12	NCKAP5L
ENSMUSG00000023010.12	TMBIM6
ENSMUSG00000023011.7	FAIM2
ENSMUSG00000023013.4	AQP2
ENSMUSG00000023015.11	RACGAP1
ENSMUSG00000023017.9	ASIC1
ENSMUSG00000023018.4	SMARCD1
ENSMUSG00000023019.10	GPD1
ENSMUSG00000023020.2	COX14
ENSMUSG00000023021.13	CERS5
ENSMUSG00000023022.11	LIMA1
ENSMUSG00000023025.13	LARP4
ENSMUSG00000023026.13	DIP2B
ENSMUSG00000023027.10	ATF1
ENSMUSG00000023030.14	SLC11A2
ENSMUSG00000023031.7	CELA1
ENSMUSG00000023032.10	SLC4A8
ENSMUSG00000023033.12	SCN8A
ENSMUSG00000023034.6	NR4A1
ENSMUSG00000023036.12	PCDHGA8
ENSMUSG00000023039.14	KRT7
ENSMUSG00000023041.6	KRT6B
ENSMUSG00000023043.6	KRT18
ENSMUSG00000023044.1	CSAD
ENSMUSG00000023045.10	SOAT2
ENSMUSG00000023046.6	IGFBP6
ENSMUSG00000023047.8	AMHR2
ENSMUSG00000023048.11	PRR13
ENSMUSG00000023050.6	MAP3K12
ENSMUSG00000023051.8	TARBP2
ENSMUSG00000023052.7	NPFF
ENSMUSG00000023055.7	CALCOCO1
ENSMUSG00000023057.5	FABP2
ENSMUSG00000023064.4	SNCG
ENSMUSG00000023066.9	RTTN
ENSMUSG00000023067.11	CDKN1A
ENSMUSG00000023068.12	NUS1
ENSMUSG00000023070.6	RGN
ENSMUSG00000023072.12	CEP89
ENSMUSG00000023073.1	SLC10A2
ENSMUSG00000023074.9	MOSPD1
ENSMUSG00000023075.9	AKIRIN1
ENSMUSG00000023078.6	CXCL13
ENSMUSG00000023079.12	GTF2IRD1
ENSMUSG00000023083.7	H2-M10.2
ENSMUSG00000023084.9	LRRC71
ENSMUSG00000023087.13	CCRN4L
ENSMUSG00000023088.14	ABCC1
ENSMUSG00000023089.10	NDUFA5
ENSMUSG00000023092.14	FHL1
ENSMUSG00000023093.7	GM7257
ENSMUSG00000023094.12	MSRB2
ENSMUSG00000023104.7	RFC2
ENSMUSG00000023106.13	DENR
ENSMUSG00000023110.10	PRMT5
ENSMUSG00000023118.13	SYMPK
ENSMUSG00000023120.9	GM853
ENSMUSG00000023122.6	SULT1C2
ENSMUSG00000023132.7	GZMA
ENSMUSG00000023140.2	REG2
ENSMUSG00000023143.8	NAGPA
ENSMUSG00000023147.13	WRB
ENSMUSG00000023150.12	IVNS1ABP
ENSMUSG00000023151.7	LRRC69
ENSMUSG00000023153.7	TMEM52
ENSMUSG00000023156.3	RPP14
ENSMUSG00000023159.7	PSG29
ENSMUSG00000023165.11	SSXB2
ENSMUSG00000023169.12	SLC38A1
ENSMUSG00000023170.12	GPS2
ENSMUSG00000023175.13	BSG
ENSMUSG00000023176.8	CPN2
ENSMUSG00000023185.4	CEACAM14
ENSMUSG00000023186.12	VWA5A
ENSMUSG00000023191.7	P3H3
ENSMUSG00000023192.10	GRM2
ENSMUSG00000023206.14	IL15RA
ENSMUSG00000023210.2	LCN9
ENSMUSG00000023216.11	EPB4.2
ENSMUSG00000023224.10	SERPING1
ENSMUSG00000023232.15	SERINC2
ENSMUSG00000023235.11	CCL25
ENSMUSG00000023236.7	SCG5
ENSMUSG00000023243.8	KCNK5
ENSMUSG00000023247.2	GUCA2A
ENSMUSG00000023249.12	PARP3
ENSMUSG00000023257.3	CYPT1
ENSMUSG00000023259.14	SLC26A6
ENSMUSG00000023262.10	ACY1
ENSMUSG00000023263.3	9530002B09RIK
ENSMUSG00000023266.9	FRS3
ENSMUSG00000023267.8	GABRR2
ENSMUSG00000023272.3	CRELD2
ENSMUSG00000023274.12	CD4
ENSMUSG00000023277.9	TWF2
ENSMUSG00000023279.7	BMP15
ENSMUSG00000023284.13	ZFP605
ENSMUSG00000023286.14	UBE2J2
ENSMUSG00000023289.9	SVA
ENSMUSG00000023307.11	43164
ENSMUSG00000023328.12	ACHE
ENSMUSG00000023330.10	DTWD1
ENSMUSG00000023333.7	GCM1
ENSMUSG00000023336.5	WFDC1
ENSMUSG00000023341.12	MX2
ENSMUSG00000023345.13	POC1A
ENSMUSG00000023348.11	TRIP6
ENSMUSG00000023349.12	CLEC4N
ENSMUSG00000023350.4	4921501E09RIK
ENSMUSG00000023353.11	AGAP3
ENSMUSG00000023367.12	TMEM176A
ENSMUSG00000023387.7	KCNK16
ENSMUSG00000023391.8	DLX2
ENSMUSG00000023393.13	SLC17A9
ENSMUSG00000023403.12	STK31
ENSMUSG00000023411.9	NFATC4
ENSMUSG00000023433.8	CELA3B
ENSMUSG00000023439.9	GNB3
ENSMUSG00000023443.11	ESX1
ENSMUSG00000023452.16	PISD
ENSMUSG00000023456.12	TPI1
ENSMUSG00000023460.10	RAB12
ENSMUSG00000023467.14	TULP2
ENSMUSG00000023473.9	CELSR3
ENSMUSG00000023484.11	PRPH
ENSMUSG00000023495.10	PCBP4
ENSMUSG00000023505.11	CDCA3
ENSMUSG00000023571.4	FAM132A
ENSMUSG00000023572.14	CCNDBP1
ENSMUSG00000023577.12	IQCF3
ENSMUSG00000023707.11	OGFOD2
ENSMUSG00000023723.15	MRPS23
ENSMUSG00000023737.11	1700082M22RIK
ENSMUSG00000023755.9	RHEBL1
ENSMUSG00000023764.16	SFI1
ENSMUSG00000023781.2	HES7
ENSMUSG00000023791.12	PIGX
ENSMUSG00000023795.14	PISD-PS2
ENSMUSG00000023800.12	TIAM2
ENSMUSG00000023802.4	NOX3
ENSMUSG00000023805.14	SYNJ2
ENSMUSG00000023806.9	RSPH3B
ENSMUSG00000023809.9	RPS6KA2
ENSMUSG00000023826.12	PARK2
ENSMUSG00000023827.6	AGPAT4
ENSMUSG00000023828.2	SLC22A3
ENSMUSG00000023829.8	SLC22A1
ENSMUSG00000023830.11	IGF2R
ENSMUSG00000023832.11	ACAT2
ENSMUSG00000023845.6	LNPEP
ENSMUSG00000023852.11	CHD1
ENSMUSG00000023861.15	MPC1
ENSMUSG00000023868.13	PDE10A
ENSMUSG00000023873.10	1700010I14RIK
ENSMUSG00000023882.13	ZFP54
ENSMUSG00000023883.11	PHF10
ENSMUSG00000023885.8	THBS2
ENSMUSG00000023886.9	SMOC2
ENSMUSG00000023892.7	ZFP51
ENSMUSG00000023902.16	ZSCAN10
ENSMUSG00000023903.7	MMP25
ENSMUSG00000023904.8	HCFC1R1
ENSMUSG00000023905.12	TNFRSF12A
ENSMUSG00000023906.2	CLDN6
ENSMUSG00000023908.7	PKMYT1
ENSMUSG00000023909.3	PAQR4
ENSMUSG00000023911.10	FLYWCH2
ENSMUSG00000023912.9	SLC25A27
ENSMUSG00000023913.15	PLA2G7
ENSMUSG00000023914.14	MEP1A
ENSMUSG00000023915.4	TNFRSF21
ENSMUSG00000023918.10	ADGRF4
ENSMUSG00000023919.7	CENPQ
ENSMUSG00000023921.8	MUT
ENSMUSG00000023923.9	TBC1D5
ENSMUSG00000023926.7	RHAG
ENSMUSG00000023927.13	SATB1
ENSMUSG00000023930.11	CRISP2
ENSMUSG00000023931.4	EFHB
ENSMUSG00000023932.8	CDC5L
ENSMUSG00000023935.9	SPATS1
ENSMUSG00000023938.7	AARS2
ENSMUSG00000023939.7	MRPL14
ENSMUSG00000023940.12	SGOL1
ENSMUSG00000023942.13	SLC29A1
ENSMUSG00000023943.7	SULT1C1
ENSMUSG00000023944.12	HSP90AB1
ENSMUSG00000023945.6	SLC5A7
ENSMUSG00000023947.7	NFKBIE
ENSMUSG00000023949.6	TCTE1
ENSMUSG00000023951.14	VEGFA
ENSMUSG00000023952.11	GTPBP2
ENSMUSG00000023953.8	POLH
ENSMUSG00000023959.8	CLIC5
ENSMUSG00000023960.11	ENPP5
ENSMUSG00000023961.14	ENPP4
ENSMUSG00000023963.9	CYP39A1
ENSMUSG00000023964.13	CALCR
ENSMUSG00000023965.11	FBXL17
ENSMUSG00000023966.6	RSPH9
ENSMUSG00000023967.7	MRPS18A
ENSMUSG00000023968.13	CRIP3
ENSMUSG00000023971.8	RRP36
ENSMUSG00000023972.9	PTK7
ENSMUSG00000023973.11	CNPY3
ENSMUSG00000023977.12	UBR2
ENSMUSG00000023978.5	PRPH2
ENSMUSG00000023979.12	GUCA1B
ENSMUSG00000023980.6	TAF8
ENSMUSG00000023982.7	GUCA1A
ENSMUSG00000023984.15	GM20517
ENSMUSG00000023987.12	PGC
ENSMUSG00000023988.8	BYSL
ENSMUSG00000023990.16	TFEB
ENSMUSG00000023991.14	FOXP4
ENSMUSG00000023992.12	TREM2
ENSMUSG00000023993.6	TREML1
ENSMUSG00000023994.11	NFYA
ENSMUSG00000023995.9	TSPO2
ENSMUSG00000023999.12	KIF6
ENSMUSG00000024002.14	BRD4
ENSMUSG00000024006.14	STK38
ENSMUSG00000024007.12	PPIL1
ENSMUSG00000024008.13	CPNE5
ENSMUSG00000024011.14	PI16
ENSMUSG00000024012.15	MTCH1
ENSMUSG00000024013.12	FGD2
ENSMUSG00000024014.7	PIM1
ENSMUSG00000024018.15	CCDC167
ENSMUSG00000024019.15	CMTR1
ENSMUSG00000024026.10	GLO1
ENSMUSG00000024027.7	GLP1R
ENSMUSG00000024028.7	TFF2
ENSMUSG00000024029.4	TFF3
ENSMUSG00000024030.6	ABCG1
ENSMUSG00000024032.6	TFF1
ENSMUSG00000024033.9	RSPH1
ENSMUSG00000024034.10	TMPRSS3
ENSMUSG00000024036.13	SLC37A1
ENSMUSG00000024037.10	WDR4
ENSMUSG00000024038.14	NDUFV3
ENSMUSG00000024039.12	CBS
ENSMUSG00000024041.8	CRYAA
ENSMUSG00000024042.6	SIK1
ENSMUSG00000024043.11	ARHGAP28
ENSMUSG00000024044.13	EPB4.1L3
ENSMUSG00000024045.5	AKAP8
ENSMUSG00000024048.12	MYL12A
ENSMUSG00000024049.12	MYOM1
ENSMUSG00000024050.13	WIZ
ENSMUSG00000024052.15	LPIN2
ENSMUSG00000024053.10	EMILIN2
ENSMUSG00000024054.11	SMCHD1
ENSMUSG00000024055.12	CYP4F13
ENSMUSG00000024056.9	NDC80
ENSMUSG00000024059.9	CLIP4
ENSMUSG00000024063.10	LBH
ENSMUSG00000024064.11	GALNT14
ENSMUSG00000024065.7	EHD3
ENSMUSG00000024066.8	XDH
ENSMUSG00000024067.11	DPY30
ENSMUSG00000024068.6	SPAST
ENSMUSG00000024069.10	SLC30A6
ENSMUSG00000024070.13	PRKD3
ENSMUSG00000024072.8	YIPF4
ENSMUSG00000024073.12	BIRC6
ENSMUSG00000024074.7	CRIM1
ENSMUSG00000024076.9	VIT
ENSMUSG00000024077.13	STRN
ENSMUSG00000024078.6	TTC27
ENSMUSG00000024079.4	EIF2AK2
ENSMUSG00000024081.8	CEBPZ
ENSMUSG00000024082.4	NDUFAF7
ENSMUSG00000024083.13	PJA2
ENSMUSG00000024084.7	QPCT
ENSMUSG00000024085.11	MAN2A1
ENSMUSG00000024087.3	CYP1B1
ENSMUSG00000024088.3	4930583I09RIK
ENSMUSG00000024091.8	VAPA
ENSMUSG00000024095.13	HNRNPLL
ENSMUSG00000024096.14	RALBP1
ENSMUSG00000024097.10	SRSF7
ENSMUSG00000024098.5	TWSG1
ENSMUSG00000024099.12	NDUFV2
ENSMUSG00000024101.12	WASH1
ENSMUSG00000024104.9	FAM21
ENSMUSG00000024105.2	THEMIS3
ENSMUSG00000024107.6	LHCGR
ENSMUSG00000024109.16	NRXN1
ENSMUSG00000024112.14	CACNA1H
ENSMUSG00000024114.12	PRSS41
ENSMUSG00000024116.5	PRSS21
ENSMUSG00000024118.11	1600002H07RIK
ENSMUSG00000024120.10	LRPPRC
ENSMUSG00000024121.11	ATP6V0C
ENSMUSG00000024122.14	PDPK1
ENSMUSG00000024124.7	PRSS30
ENSMUSG00000024125.1	SBPL
ENSMUSG00000024127.12	PREPL
ENSMUSG00000024128.11	SBP
ENSMUSG00000024130.13	ABCA3
ENSMUSG00000024131.7	SLC3A1
ENSMUSG00000024132.5	ECI1
ENSMUSG00000024134.11	SIX2
ENSMUSG00000024135.9	SRBD1
ENSMUSG00000024136.12	DNASE1L2
ENSMUSG00000024137.8	E4F1
ENSMUSG00000024140.9	EPAS1
ENSMUSG00000024142.12	MLST8
ENSMUSG00000024143.12	RHOQ
ENSMUSG00000024145.6	PIGF
ENSMUSG00000024146.7	CRIPT
ENSMUSG00000024150.9	MCFD2
ENSMUSG00000024151.11	MSH2
ENSMUSG00000024154.8	GTF2A1L
ENSMUSG00000024155.7	MEIOB
ENSMUSG00000024158.15	HAGH
ENSMUSG00000024160.14	SPSB3
